Title,PublicationDate,Subjects,SourceURL,SourceDate
203,"Transforming citizenships : transgender articulations of the law / 
Isaac West.",[2014],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
204,The lives of transgender people / Genny Beemyn and Susan Rankin.,c2011.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
205,"Gender, youth and culture : young masculinities and femininities / 
Anoop Nayak and Mary Jane Kehily.",2008.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
206,"Theorizing gender / Rachel Alsop, Annette Fitzsimons and 
Kathleen Lennon with a guest chapter on psychoanalysis by Ros 
Minsky.",2002.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
207,"The lenses of gender : transforming the debate on sexual inequality 
/ Sandra Lipsitz Bem.",c1993.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
208,Gender / Harriet Bradley.,2007.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
209,"A companion to gender history / edited by Teresa A. Meade and 
Merry E. Wiesner-Hanks.",2004.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
210,"Examining identity in sports media / editors, Heather L. Hundley, 
Andrew C. Billings.",c2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
211,"Sexing the body : gender politics and the construction of sexuality / 
Anne Fausto-Sterling.",c2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
212,"Gender issues in contemporary society / Stuart Oskamp, Mark 
Costanzo, editors.",c1993.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
213,"Intimate citizenships : gender, sexualities, politics / edited by 
Elżbieta H. Oleksy.",2009.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
214,The gendered society / Michael S. Kimmel.,2004.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
215,Paradoxes of gender / Judith Lorber.,c1994.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
216,"S/he brain : science, sexual politics, and the myths of feminism / 
Robert L. Nadeau.",1996.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
217,"Different but equal : communication between the sexes / Kay E. 
Payne.",2001.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
218,"Perceiving gender locally, globally, and intersectionally / edited by 
Vasilikie Demos, Marcia Texler Segal.",2009.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
219,"Race and the subject of masculinities / Harry Stecopoulos and 
Michael Uebel, editors.",1997.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
220,"Gender circuits : bodies and identities in a technological age / Eve 
Shapiro.",2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
221,"The underground girls of Kabul : in search of a hidden resistance in 
Afghanistan / Jenny Nordberg.",[2014],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
222,Gender in early modern German history / edited by Ulinka Rublack.,2002.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
223,The masculine woman in Weimar Germany / Katie Sutton.,2011.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
224,"Gender through time in the ancient Near East / edited by Diane 
Bolger.",c2008.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
225,"Gender pluralism : southeast Asia since early modern times / 
Michael G. Peletz.",2009.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
226,"Gendering bodies / Sara L. Crawley, Lara J. Foley, Constance L. 
Shehan.",c2008.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
227,"The specter of sex : gendered foundations of racial formation in the 
United States / Sally L. Kitch.",c2009.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
228,"Masculinity from the inside : gender theory's missing piece / Bruce 
Fleming.",2023.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
229,"The masculine mystique : the politics of masculinity / Andrew 
Kimbrell.",1995.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
230,"Imagined masculinities : male identity and culture in the modern 
Middle East / edited by Mai Ghoussoub and Emma Sinclair-Webb.",2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
231,"Hermeneutics and honor : negotiating female ""public"" space in 
Islamic/ate societies / edited by Asma Afsaruddin ; foreword by 
Mary-Jo DelVecchio Good ; with contributions by Anan Ameri ... 
[et al.]",c1999.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
232,Gender / edited by Mary Evans.,2011.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
233,Gender / edited by Mary Evans.,2011.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
234,Gender / edited by Mary Evans.,2011.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
235,Gender / edited by Mary Evans.,2011.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
236,"Feminism and antiracism : international struggles for justice / 
edited by France Winddance Twine and Kathleen M. Blee.",c2001.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
237,"Feminism is queer : the intimate connection between queer and 
feminist theory / Mimi Marinucci.",2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
238,"What are we fighting for? : sex, race, class, and the future of 
feminism / Joanna Russ.",1998.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
239,"Handbook of the psychology of women and gender/ edited by 
Rhoda K. Unger.",c2001.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
240,"Women, men & gender : ongoing debates / edited by Mary Roth 
Walsh.",c1997.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
241,"White women's rights : the racial origins of feminism in the United 
States / Louise Michele Newman.",1999.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
242,"Shopping around : feminine culture and the pursuit of pleasure / 
Hilary Radner.",1995.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
243,"Autobiography of a blue-eyed devil : my life and times in a racist, 
imperialist society / Inga Muscio.",c2005.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
244,"Women with mustaches and men without beards : gender and 
sexual anxieties of Iranian modernity / Afsaneh Najmabadi.",2005.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
245,"White supremacy groups / Mitchell Young, book editor.",c2008.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
246,"The second coming of the KKK : the Ku Klux Klan of the 1920s 
and the American political tradition / Linda Gordon.",[2017],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
247,"Ku Klux kulture : America and the Klan in the 1920s / Felix 
Harcourt.",[2017],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
248,"Nice racism : how progressive White people perpetuate racial harm 
/ Robin DiAngelo.",[2021],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
249,"White fragility : why it's so hard for White people to talk about 
racism / Robin DiAngelo.",[2018],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
250,"Hatreds : racialized and sexualized conflicts in the 21st century / 
Zillah Eisenstein.",1996.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
251,"The spectre of race : how discrimination haunts western democracy 
/ Michael G. Hanchard.",[2018],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
252,"This book is anti-racist / by Tiffany Jewell ; illustrated by 
Aur<U+fffd>elia Durand.",2020.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
253,"A formula for eradicating racism : debunking white supremacy / 
Timothy McGettigan Professor of Sociology, Colorado State 
University, Pueblo, USA and Earl Smith Rubin Professor and 
Director, American Ethnic Studies, and Professor of Sociology, 
WakeForestUniversity,USA.",[2016],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
254,"Mixed messages : multiracial identities in the ""color-blind"" era / 
edited by David L. Brunsma.",2006.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
255,"Hate on the net : extremist sites, neo-fascism on-line, electronic 
jihad / Antonio Roversi, Lawrence Smith.",c2008.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
256,"I'm not a racist, but-- ; the moral quandary of race / Lawrence 
Blum.",2002.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
257,Stain removal : ethics and race / J. Reid Miller.,[2017],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
258,"Race and the education of desire : Foucault's History of sexuality 
and the colonial order of things / by Ann Laura Stoler.",1995.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
259,"Teaching race and anti-racism in contemporary America : adding 
context to colorblindness / Kristin Haltinner, editor.",c2014.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
260,"What does it mean to be white? : developing white racial literacy / 
Robin DiAngelo.",©2012.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
261,"I don't see color : personal and critical perspectives on white 
privilege / edited by Bettina Bergo and Tracey Nicholls.",[2015],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
262,"The machinery of whiteness : studies in the structure of 
racialization / Steve Martinot.",2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
263,"Me and white supremacy : combat racism, change the world, and 
become a good ancestor / Layla F. Saad.",[2020],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
264,"Revealing whiteness : the unconscious habits of racial privilege / 
Shannon Sullivan.",c2006.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
265,"White self-criticality beyond anti-racism : how does it feel to be a 
white problem? / edited by George Yancy.",[2015],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
266,"The price of progressive politics : the welfare rights movement in 
an era of colorblind racism / Rose Ernst.",c2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
267,"Creating gender : the sexual politics of welfare policy / Cathy 
Marie Johnson, Georgia Duerst-Lahti, Noelle H. Norton.",2007.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
268,"Lynching : American mob murder in global perspective / Robert 
W. Thurston.",c2011.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
269,"Inside organized racism : women in the hate movement / Kathleen 
M. Blee.",c2002.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
270,"Policing Black bodies : how Black lives are surveilled and how to 
work for change / Angela J. Hattery and Earl Smith.",[2018],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
271,"Police violence and race : the effects of racial focusing events on 
attitudes about race relations / by Midshipman Gavin D. Jernigan, 
USN.",[2016],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
272,Race and the making of American political science / Jessica Blatt.,[2018],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
273,"Theorizing discrimination in an era of contested prejudice : 
discrimination in the United States / Samuel Roundfield Lucas.",2008.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
274,Only words / Catharine A. MacKinnon.,1993.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
275,"Sex/gender outsiders, hate speech, and freedom of expression : can 
they say that about me? / Martha T. Zingo.",1998.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
276,"Words that wound : critical race theory, assaultive speech, and the 
First Amendment / Mari J. Matsuda ... [et al.]",1993.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
277,"Words that wound : critical race theory, assaultive speech, and the 
First Amendment / Mari J. Matsuda ... [et al.]",1993.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
278,"Crook County : racism and injustice in America's largest criminal 
court / Nicole Gonzalez Van Cleve.",[2017],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
279,"Teaching White supremacy : America's democratic ordeal and the 
forging of our national identity / Donald Yacovone.",[2022],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
280,Academic outsider : stories of exclusion and hope / Victoria Reyes.,[2022],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
281,"No common ground : Confederate monuments and the ongoing 
fight for racial justice / Karen L. Cox.",[2021],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
282,"Critical Race Theory and education : a Marxist response / Mike 
Cole.",2009.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
283,"Confronting racism in higher education : problems and possibilities 
for fighting ignorance, bigotry and isolation / edited by Jeffrey S. 
Brooks, Iowa State University, Noelle Witherspoon Arnold, 
University of Missouri-Columbia.",[2013],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
284,"The right to be out : sexual orientation and gender identity in 
America's public schools / Stuart Biegel.",c2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
285,"The anti-racist writing workshop : how to decolonize the creative 
classroom / Felicia Rose Chavez.",2021.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
286,"Censoring racial ridicule : Irish, Jewish, and African American 
struggles over race and representation, 1890-1930 / M. Alison 
Kibler.",[2015],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
287,"Gender, participation and silence in the language classroom : sh-
shushing the girls / Allyson Julé.",2004.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
288,"Gendered media : women, men, and identity politics / Karen Ross.",c2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
289,"Raciolinguistics : how language shapes our ideas about race / 
edited by H. Samy Alim, John R. Rickford and Arnetha F. Ball.",[2016],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
290,"Masculinities without men? : female masculinity in twentieth-
century fictions / Jean Bobby Noble.",c2004.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
291,"Deciphering culture : ordinary curiosities and subjective narratives 
/ Jane Crisp, Kay Ferres, and Gillian Swanson.",2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
292,"Notions of identity, diaspora, and gender in Caribbean women's 
writing / Brinda Mehta.",2009.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
293,"Was the Cat in the Hat black? : the hidden racism of children's 
literature, and the need for diverse books / Philip Nel.",[2017],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
294,"Pretty/funny : women comedians and body politics / by Linda 
Mizejewski.",2014.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
295,"The birth of whiteness : race and the emergence of U.S. cinema / 
edited by Daniel Bernardi.",c1996.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
296,"Colorization : one hundred years of Black films in a white world / 
Wil Haygood.",2021.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
297,"The South never plays itself : a film buff's journey through the 
South on screen / Ben Beard.",[2020],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
298,Blackface / Ayanna Thompson.,2021.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
299,"Haunted city : three centuries of racial impersonation in 
Philadelphia / Christian DuComb.",[2017],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
300,The high desert / James Spooner.,[2022],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
301,"Gender transgressions : crossing the normative barrier in Old 
French literature / edited by Karen J. Taylor.",1998.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
302,"Gender, rhetoric, and print culture in French Renaissance writing / 
Floyd Gray.",2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
303,"Gender and citizenship : the dialectics of subject-citizenship in 
nineteenth-century French literature and culture / Claudia 
Moscovici.",c2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
304,"Fairy tales, sexuality, and gender in France, 1690-1715 : nostalgic 
utopias / Lewis C. Seifert.",1996.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
305,"Subversive subjects : reading Marguerite Yourcenar / edited by 
Judith Holland Sarnecki and Ingeborg Majer O'Sickey.",c2004.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
306,L'enfant de sable : roman / Tahar Ben Jelloun.,"1995, c1985.",https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
